"","wgcna_module_name","gene","annotation"
"8926","turquoise","THSD7B","Axonogenesis"
"8927","turquoise","PITHD1","Axonogenesis"
"8928","turquoise","CFTR","Axonogenesis"
"8929","turquoise","HIKESHI","Axonogenesis"
"8930","turquoise","ZNF213-AS1","Axonogenesis"
"8931","turquoise","RCCD1","Axonogenesis"
"8932","turquoise","TRPC5","Axonogenesis"
"8933","turquoise","GRIN3A","Axonogenesis"
"8934","turquoise","GABPB1-IT1","Axonogenesis"
"8935","turquoise","VSIG1","Axonogenesis"
"8936","turquoise","SEMA6A-AS1","Axonogenesis"
"8937","turquoise","DGCR8","Axonogenesis"
"8938","turquoise","ZNF419","Axonogenesis"
"8939","turquoise","LINC00648","Axonogenesis"
"8940","turquoise","MECOM","Axonogenesis"
"8941","turquoise","DNAJC27-AS1","Axonogenesis"
"8942","turquoise","DPY19L1P2","Axonogenesis"
"8943","turquoise","MLF1","Axonogenesis"
"8944","turquoise","GUF1","Axonogenesis"
"8945","turquoise","LINC02175","Axonogenesis"
"8946","turquoise","TUBE1","Axonogenesis"
"8947","turquoise","IP6K2","Axonogenesis"
"8948","turquoise","ISL1","Axonogenesis"
"8949","turquoise","ZNF33B","Axonogenesis"
"8950","turquoise","ZFP62","Axonogenesis"
"8951","turquoise","COMMD6","Axonogenesis"
"8952","turquoise","KIRREL1","Axonogenesis"
"8953","turquoise","DDHD2","Axonogenesis"
"8954","turquoise","LINC01019","Axonogenesis"
"8955","turquoise","ADD2","Axonogenesis"
"8956","turquoise","LOC100420587","Axonogenesis"
"8957","turquoise","CHRNB4","Axonogenesis"
"8958","turquoise","HSPA13","Axonogenesis"
"8959","turquoise","HOXA3","Axonogenesis"
"8960","turquoise","REV3L","Axonogenesis"
"8961","turquoise","PLEKHM3","Axonogenesis"
"8962","turquoise","TEX47","Axonogenesis"
"8963","turquoise","TOMM20L","Axonogenesis"
"8964","turquoise","PTP4A2","Axonogenesis"
"8965","turquoise","UBFD1","Axonogenesis"
"8966","turquoise","HIST3H2A","Axonogenesis"
"8967","turquoise","MSANTD3","Axonogenesis"
"8968","turquoise","DIO3","Axonogenesis"
"8969","turquoise","ZPR1","Axonogenesis"
"8970","turquoise","ZKSCAN7","Axonogenesis"
"8971","turquoise","PCDHA9","Axonogenesis"
"8972","turquoise","TDRD3","Axonogenesis"
"8973","turquoise","INHBA-AS1","Axonogenesis"
"8974","turquoise","SHISA6","Axonogenesis"
"8975","turquoise","TUBB2B","Axonogenesis"
"8976","turquoise","SP4","Axonogenesis"
"8977","turquoise","RTL5","Axonogenesis"
"8978","turquoise","RBFADN","Axonogenesis"
"8979","turquoise","ITGB8","Axonogenesis"
"8980","turquoise","PATJ","Axonogenesis"
"8981","turquoise","CA10","Axonogenesis"
"8982","turquoise","PATE3","Axonogenesis"
"8983","turquoise","FSTL1","Axonogenesis"
"8984","turquoise","C19orf57","Axonogenesis"
"8985","turquoise","SPATA7","Axonogenesis"
"8986","turquoise","FAAHP1","Axonogenesis"
"8987","turquoise","FNDC8","Axonogenesis"
"8988","turquoise","LINC01201","Axonogenesis"
"8989","turquoise","H3F3B","Axonogenesis"
"8990","turquoise","SDHAF4","Axonogenesis"
"8991","turquoise","ZNF16","Axonogenesis"
"8992","turquoise","WNT9A","Axonogenesis"
"8993","turquoise","SQLE","Axonogenesis"
"8994","turquoise","RSPH9","Axonogenesis"
"8995","turquoise","HNRNPA0","Axonogenesis"
"8996","turquoise","SKP1P2","Axonogenesis"
"8997","turquoise","PAX7","Axonogenesis"
"8998","turquoise","ANKRD50","Axonogenesis"
"8999","turquoise","INTU","Axonogenesis"
"9000","turquoise","PARP6","Axonogenesis"
"9001","turquoise","UBAC2-AS1","Axonogenesis"
"9002","turquoise","NECAP1","Axonogenesis"
"9003","turquoise","UBE3A","Axonogenesis"
"9004","turquoise","BLOC1S2","Axonogenesis"
"9005","turquoise","HS3ST3B1","Axonogenesis"
"9006","turquoise","MAD2L1BP","Axonogenesis"
"9007","turquoise","CLGN","Axonogenesis"
"9008","turquoise","NHEJ1","Axonogenesis"
"9009","turquoise","COX16","Axonogenesis"
"9010","turquoise","PLGLB1","Axonogenesis"
"9011","turquoise","ANXA2P2","Axonogenesis"
"9012","turquoise","FMO9P","Axonogenesis"
"9013","turquoise","OLA1","Axonogenesis"
"9014","turquoise","TDRD12","Axonogenesis"
"9015","turquoise","RNF24","Axonogenesis"
"9016","turquoise","RIOK1","Axonogenesis"
"9017","turquoise","LOC101927078","Axonogenesis"
"9018","turquoise","C10orf82","Axonogenesis"
"9019","turquoise","RGMB-AS1","Axonogenesis"
"9020","turquoise","LOC100287015","Axonogenesis"
"9021","turquoise","NCBP2","Axonogenesis"
"9022","turquoise","JARID2","Axonogenesis"
"9023","turquoise","CBFA2T2","Axonogenesis"
"9024","turquoise","LOC102606465","Axonogenesis"
"9025","turquoise","GPR135","Axonogenesis"
"9026","turquoise","EIF3CL","Axonogenesis"
"9027","turquoise","PCDH11X","Axonogenesis"
"9028","turquoise","NLGN4Y","Axonogenesis"
"9029","turquoise","ANAPC1P1","Axonogenesis"
"9030","turquoise","QRICH2","Axonogenesis"
"9031","turquoise","PRDM12","Axonogenesis"
"9032","turquoise","PCDHB18P","Axonogenesis"
"9033","turquoise","EIF1AX","Axonogenesis"
"9034","turquoise","CARHSP1","Axonogenesis"
"9035","turquoise","QSOX2","Axonogenesis"
"9036","turquoise","YWHAG","Axonogenesis"
"9037","turquoise","LOC105369781","Axonogenesis"
"9038","turquoise","C8orf89","Axonogenesis"
"9039","turquoise","ISCA1","Axonogenesis"
"9040","turquoise","METTL2B","Axonogenesis"
"9041","turquoise","HPX","Axonogenesis"
"9042","turquoise","SERHL","Axonogenesis"
"9043","turquoise","ZNF221","Axonogenesis"
"9044","turquoise","IL11","Axonogenesis"
"9045","turquoise","ZNF132","Axonogenesis"
"9046","turquoise","ZBTB12","Axonogenesis"
"9047","turquoise","FSIP1","Axonogenesis"
"9048","turquoise","PRMT5","Axonogenesis"
"9049","turquoise","FHL1","Axonogenesis"
"9050","turquoise","ERC2","Axonogenesis"
"9051","turquoise","ENOX1","Axonogenesis"
"9052","turquoise","FGFR4","Axonogenesis"
"9053","turquoise","WDR49","Axonogenesis"
"9054","turquoise","C9orf147","Axonogenesis"
"9055","turquoise","CACHD1","Axonogenesis"
"9056","turquoise","SDC1","Axonogenesis"
"9057","turquoise","CBLN4","Axonogenesis"
"9058","turquoise","NT5C3B","Axonogenesis"
"9059","turquoise","CLMAT3","Axonogenesis"
"9060","turquoise","SERPINA5","Axonogenesis"
"9061","turquoise","TNK1","Axonogenesis"
"9062","turquoise","WDR34","Axonogenesis"
"9063","turquoise","MYLK-AS1","Axonogenesis"
"9064","turquoise","LINC00535","Axonogenesis"
"9065","turquoise","PLCH1","Axonogenesis"
"9066","turquoise","ZFP69B","Axonogenesis"
"9067","turquoise","DNAI1","Axonogenesis"
"9068","turquoise","PAQR9-AS1","Axonogenesis"
"9069","turquoise","LINC00630","Axonogenesis"
"9070","turquoise","BEND7","Axonogenesis"
"9071","turquoise","SLC35F4","Axonogenesis"
"9072","turquoise","DNAJC19","Axonogenesis"
"9073","turquoise","LINC01572","Axonogenesis"
"9074","turquoise","KRT77","Axonogenesis"
"9075","turquoise","GALNT13","Axonogenesis"
"9076","turquoise","BOLA2","Axonogenesis"
"9077","turquoise","PDE4B","Axonogenesis"
"9078","turquoise","ADAMTS7","Axonogenesis"
"9079","turquoise","ART4","Axonogenesis"
"9080","turquoise","FAM167B","Axonogenesis"
"9081","turquoise","IMPA1P1","Axonogenesis"
"9082","turquoise","TIA1","Axonogenesis"
"9083","turquoise","SLC25A15","Axonogenesis"
"9084","turquoise","SRSF12","Axonogenesis"
"9085","turquoise","CA14","Axonogenesis"
"9086","turquoise","RSPH10B","Axonogenesis"
"9087","turquoise","LINC01658","Axonogenesis"
"9088","turquoise","BPGM","Axonogenesis"
"9089","turquoise","GPR161","Axonogenesis"
"9090","turquoise","RASAL2","Axonogenesis"
"9091","turquoise","SLC25A51","Axonogenesis"
"9092","turquoise","CFAP126","Axonogenesis"
"9093","turquoise","TAT-AS1","Axonogenesis"
"9094","turquoise","DUSP19","Axonogenesis"
"9095","turquoise","FABP7","Axonogenesis"
"9096","turquoise","HDAC2","Axonogenesis"
"9097","turquoise","CD47","Axonogenesis"
"9098","turquoise","C5orf52","Axonogenesis"
"9099","turquoise","RAB5A","Axonogenesis"
"9100","turquoise","NES","Axonogenesis"
"9101","turquoise","PPP1R14B","Axonogenesis"
"9102","turquoise","KLHL41","Axonogenesis"
"9103","turquoise","LOC102723692","Axonogenesis"
"9104","turquoise","NDUFAF2","Axonogenesis"
"9105","turquoise","C11orf88","Axonogenesis"
"9106","turquoise","CCDC121","Axonogenesis"
"9107","turquoise","CHRNB1","Axonogenesis"
"9108","turquoise","SAP130","Axonogenesis"
"9109","turquoise","STXBP5","Axonogenesis"
"9110","turquoise","GRIA4","Axonogenesis"
"9111","turquoise","CMAS","Axonogenesis"
"9112","turquoise","ZNF239","Axonogenesis"
"9113","turquoise","LINC00623","Axonogenesis"
"9114","turquoise","LRRC7","Axonogenesis"
"9115","turquoise","RAB3C","Axonogenesis"
"9116","turquoise","NR2F2-AS1","Axonogenesis"
"9117","turquoise","CDH10","Axonogenesis"
"9118","turquoise","TIGD5","Axonogenesis"
"9119","turquoise","THCAT155","Axonogenesis"
"9120","turquoise","MIR217HG","Axonogenesis"
"9121","turquoise","LYSMD1","Axonogenesis"
"9122","turquoise","RIMBP3C","Axonogenesis"
"9123","turquoise","MID2","Axonogenesis"
"9124","turquoise","LOC643542","Axonogenesis"
"9125","turquoise","KLHL31","Axonogenesis"
"9126","turquoise","FAM241A","Axonogenesis"
"9127","turquoise","KATNAL1","Axonogenesis"
"9128","turquoise","PMFBP1","Axonogenesis"
"9129","turquoise","LOC101930010","Axonogenesis"
"9130","turquoise","RP1L1","Axonogenesis"
"9131","turquoise","HSBP1","Axonogenesis"
"9132","turquoise","SPIN4","Axonogenesis"
"9133","turquoise","ZNF192P1","Axonogenesis"
"9134","turquoise","ZNF584","Axonogenesis"
"9135","turquoise","COA5","Axonogenesis"
"9136","turquoise","ZNF334","Axonogenesis"
"9137","turquoise","SPIN3","Axonogenesis"
"9138","turquoise","ZMYND8","Axonogenesis"
"9139","turquoise","RD3L","Axonogenesis"
"9140","turquoise","NPEPPS","Axonogenesis"
"9141","turquoise","MTFR1","Axonogenesis"
"9142","turquoise","DPPA2","Axonogenesis"
"9143","turquoise","PRKG1","Axonogenesis"
"9144","turquoise","LINC00701","Axonogenesis"
"9145","turquoise","TM4SF19-TCTEX1D2","Axonogenesis"
"9146","turquoise","SCG2","Axonogenesis"
"9147","turquoise","DNM1P35","Axonogenesis"
"9148","turquoise","CCNE1","Axonogenesis"
"9149","turquoise","CEP78","Axonogenesis"
"9150","turquoise","CNTNAP4","Axonogenesis"
"9151","turquoise","DZIP3","Axonogenesis"
"9152","turquoise","LINC02249","Axonogenesis"
"9153","turquoise","PLCL1","Axonogenesis"
"9154","turquoise","COQ7","Axonogenesis"
"9155","turquoise","LRRC3-DT","Axonogenesis"
"9156","turquoise","CHD8","Axonogenesis"
"9157","turquoise","PER4","Axonogenesis"
"9158","turquoise","CLASP2","Axonogenesis"
"9159","turquoise","ITSN1","Axonogenesis"
"9160","turquoise","YLPM1","Axonogenesis"
"9161","turquoise","PRSS12","Axonogenesis"
"9162","turquoise","VWA5A","Axonogenesis"
"9163","turquoise","MOSMO","Axonogenesis"
"9164","turquoise","RFXAP","Axonogenesis"
"9165","turquoise","MAATS1","Axonogenesis"
"9166","turquoise","DOK4","Axonogenesis"
"9167","turquoise","IPO9-AS1","Axonogenesis"
"9168","turquoise","BLCAP","Axonogenesis"
"9169","turquoise","CELSR1","Axonogenesis"
"9170","turquoise","LOC107985820","Axonogenesis"
"9171","turquoise","SPAG17","Axonogenesis"
"9172","turquoise","DNAAF2","Axonogenesis"
"9173","turquoise","UBQLN1","Axonogenesis"
"9174","turquoise","ZNF32-AS3","Axonogenesis"
"9175","turquoise","GJD2","Axonogenesis"
"9176","turquoise","POU3F4","Axonogenesis"
"9177","turquoise","SPSB4","Axonogenesis"
"9178","turquoise","TNRC6A","Axonogenesis"
"9179","turquoise","TCF7L2","Axonogenesis"
"9180","turquoise","RYBP","Axonogenesis"
"9181","turquoise","TENM2","Axonogenesis"
"9182","turquoise","CCDC141","Axonogenesis"
"9183","turquoise","MEIOB","Axonogenesis"
"9184","turquoise","CABYR","Axonogenesis"
"9185","turquoise","CIAO1","Axonogenesis"
"9186","turquoise","FOXB1","Axonogenesis"
"9187","turquoise","AKAP12","Axonogenesis"
"9188","turquoise","LOC105374297","Axonogenesis"
"9189","turquoise","BICD1","Axonogenesis"
"9190","turquoise","GTF2A1L","Axonogenesis"
"9191","turquoise","LOC106699570","Axonogenesis"
"9192","turquoise","FAM169A","Axonogenesis"
"9193","turquoise","TSHZ1","Axonogenesis"
"9194","turquoise","PIFO","Axonogenesis"
"9195","turquoise","PBX3","Axonogenesis"
"9196","turquoise","UQCRH","Axonogenesis"
"9197","turquoise","GABARAPL3","Axonogenesis"
"9198","turquoise","LINC01210","Axonogenesis"
"9199","turquoise","APP","Axonogenesis"
"9200","turquoise","ATXN8OS","Axonogenesis"
"9201","turquoise","ATP7B","Axonogenesis"
"9202","turquoise","RB1CC1","Axonogenesis"
"9203","turquoise","CRY1","Axonogenesis"
"9204","turquoise","KIAA0895","Axonogenesis"
"9205","turquoise","PLA2G1B","Axonogenesis"
"9206","turquoise","MAP1B","Axonogenesis"
"9207","turquoise","B3GALT5","Axonogenesis"
"9208","turquoise","CD27-AS1","Axonogenesis"
"9209","turquoise","SYT4","Axonogenesis"
"9210","turquoise","RBMS3","Axonogenesis"
"9211","turquoise","OTUD6B-AS1","Axonogenesis"
"9212","turquoise","FAM86B1","Axonogenesis"
"9213","turquoise","AGPAT4-IT1","Axonogenesis"
"9214","turquoise","ZNF785","Axonogenesis"
"9215","turquoise","PLXNA1","Axonogenesis"
"9216","turquoise","ALKBH2","Axonogenesis"
"9217","turquoise","C1orf229","Axonogenesis"
"9218","turquoise","LYPLA2P2","Axonogenesis"
"9219","turquoise","GTF2IP4","Axonogenesis"
"9220","turquoise","LMX1B","Axonogenesis"
"9221","turquoise","GTF3C5","Axonogenesis"
"9222","turquoise","C1QL4","Axonogenesis"
"9223","turquoise","BAG6","Axonogenesis"
"9224","turquoise","PDXDC1","Axonogenesis"
"9225","turquoise","KLHL23","Axonogenesis"
"9226","turquoise","RNF152","Axonogenesis"
"9227","turquoise","SV2A","Axonogenesis"
"9228","turquoise","CACNG4","Axonogenesis"
"9229","turquoise","HOXD3","Axonogenesis"
"9230","turquoise","LINC00494","Axonogenesis"
"9231","turquoise","MRPL13","Axonogenesis"
"9232","turquoise","GAD1","Axonogenesis"
"9233","turquoise","TEKT2","Axonogenesis"
"9234","turquoise","PAPPA2","Axonogenesis"
"9235","turquoise","TENM4","Axonogenesis"
"9236","turquoise","ABCD3","Axonogenesis"
"9237","turquoise","USH2A","Axonogenesis"
"9238","turquoise","SNX31","Axonogenesis"
"9239","turquoise","SERAC1","Axonogenesis"
"9240","turquoise","ALK","Axonogenesis"
"9241","turquoise","ZNF554","Axonogenesis"
"9242","turquoise","SAP30L","Axonogenesis"
"9243","turquoise","RAB23","Axonogenesis"
"9244","turquoise","KLHL32","Axonogenesis"
"9245","turquoise","TACR1","Axonogenesis"
"9246","turquoise","LSM11","Axonogenesis"
"9247","turquoise","ATRIP","Axonogenesis"
"9248","turquoise","CCDC160","Axonogenesis"
"9249","turquoise","GPC6","Axonogenesis"
"9250","turquoise","LINC01197","Axonogenesis"
"9251","turquoise","SRP9","Axonogenesis"
"9252","turquoise","TMEM181","Axonogenesis"
"9253","turquoise","ANKIB1","Axonogenesis"
"9254","turquoise","SULF2","Axonogenesis"
"9255","turquoise","HOXB-AS1","Axonogenesis"
"9256","turquoise","EBNA1BP2","Axonogenesis"
"9257","turquoise","ESF1","Axonogenesis"
"9258","turquoise","CCT5","Axonogenesis"
"9259","turquoise","LINC00668","Axonogenesis"
"9260","turquoise","AVPR1A","Axonogenesis"
"9261","turquoise","PTPN11","Axonogenesis"
"9262","turquoise","RNF165","Axonogenesis"
"9263","turquoise","LANCL2","Axonogenesis"
"9264","turquoise","LOC101928491","Axonogenesis"
"9265","turquoise","AADAT","Axonogenesis"
"9266","turquoise","CDKN1C","Axonogenesis"
"9267","turquoise","SCMH1","Axonogenesis"
"9268","turquoise","TAC1","Axonogenesis"
"9269","turquoise","CCDC51","Axonogenesis"
"9270","turquoise","LOC101928519","Axonogenesis"
"9271","turquoise","NOL4L","Axonogenesis"
"9272","turquoise","LINC00431","Axonogenesis"
"9273","turquoise","ADNP-AS1","Axonogenesis"
"9274","turquoise","KCNH5","Axonogenesis"
"9275","turquoise","KBTBD6","Axonogenesis"
"9276","turquoise","HDAC8","Axonogenesis"
"9277","turquoise","NXF4","Axonogenesis"
"9278","turquoise","GRPR","Axonogenesis"
"9279","turquoise","SULT2A1","Axonogenesis"
"9280","turquoise","C20orf194","Axonogenesis"
"9281","turquoise","FAM229B","Axonogenesis"
"9282","turquoise","GOLGA2P10","Axonogenesis"
"9283","turquoise","CERS6","Axonogenesis"
"9284","turquoise","FRG1-DT","Axonogenesis"
"9285","turquoise","LRRC63","Axonogenesis"
"9286","turquoise","LOC101928847","Axonogenesis"
"9287","turquoise","CRMP1","Axonogenesis"
"9288","turquoise","C3orf70","Axonogenesis"
"9289","turquoise","BACH2","Axonogenesis"
"9290","turquoise","MRGBP","Axonogenesis"
"9291","turquoise","LOC105372483","Axonogenesis"
"9292","turquoise","SEZ6L","Axonogenesis"
"9293","turquoise","SERPINI2","Axonogenesis"
"9294","turquoise","STMN2","Axonogenesis"
"9295","turquoise","DNM3","Axonogenesis"
"9296","turquoise","ODC1","Axonogenesis"
"9297","turquoise","SLC4A1","Axonogenesis"
"9298","turquoise","ATL1","Axonogenesis"
"9299","turquoise","SLC30A4","Axonogenesis"
"9300","turquoise","PCDH7","Axonogenesis"
"9301","turquoise","RIC8B","Axonogenesis"
"9302","turquoise","GUCY2F","Axonogenesis"
"9303","turquoise","STOX2","Axonogenesis"
"9304","turquoise","NHS","Axonogenesis"
"9305","turquoise","MXRA5","Axonogenesis"
"9306","turquoise","ECPAS","Axonogenesis"
"9307","turquoise","ST7-OT3","Axonogenesis"
"9308","turquoise","WDR17","Axonogenesis"
"9309","turquoise","LOC101928128","Axonogenesis"
"9310","turquoise","LOC101928433","Axonogenesis"
"9311","turquoise","RGMB","Axonogenesis"
"9312","turquoise","PCDH17","Axonogenesis"
"9313","turquoise","VCAN-AS1","Axonogenesis"
"9314","turquoise","MCTS1","Axonogenesis"
"9315","turquoise","ZNF833P","Axonogenesis"
"9316","turquoise","LINC02470","Axonogenesis"
"9317","turquoise","PAPSS1","Axonogenesis"
"9318","turquoise","DPYSL4","Axonogenesis"
"9319","turquoise","SMIM17","Axonogenesis"
"9320","turquoise","ZYG11A","Axonogenesis"
"9321","turquoise","KMT5B","Axonogenesis"
"9322","turquoise","RNF38","Axonogenesis"
"9323","turquoise","FNDC9","Axonogenesis"
"9324","turquoise","BASP1-AS1","Axonogenesis"
"9325","turquoise","OLIG3","Axonogenesis"
"9326","turquoise","LOC102724623","Axonogenesis"
"9327","turquoise","NUDT11","Axonogenesis"
"9328","turquoise","COPS4","Axonogenesis"
"9329","turquoise","SCAI","Axonogenesis"
"9330","turquoise","TUBBP5","Axonogenesis"
"9331","turquoise","FTSJ1","Axonogenesis"
"9332","turquoise","ASIC1","Axonogenesis"
"9333","turquoise","ZIC5","Axonogenesis"
"9334","turquoise","PAQR3","Axonogenesis"
"9335","turquoise","CACNA1E","Axonogenesis"
"9336","turquoise","CROCCP3","Axonogenesis"
"9337","turquoise","ZDHHC18","Axonogenesis"
"9338","turquoise","UPF3B","Axonogenesis"
"9339","turquoise","TARBP1","Axonogenesis"
"9340","turquoise","KLHL14","Axonogenesis"
"9341","turquoise","NANOS1","Axonogenesis"
"9342","turquoise","TMEM231","Axonogenesis"
"9343","turquoise","MXD1","Axonogenesis"
"9344","turquoise","EFHC2","Axonogenesis"
"9345","turquoise","SLC30A9","Axonogenesis"
"9346","turquoise","SORBS2","Axonogenesis"
"9347","turquoise","PCDHA12","Axonogenesis"
"9348","turquoise","TARSL2","Axonogenesis"
"9349","turquoise","LOC100996724","Axonogenesis"
"9350","turquoise","C2orf69","Axonogenesis"
"9351","turquoise","SNAP91","Axonogenesis"
"9352","turquoise","TMEM255A","Axonogenesis"
"9353","turquoise","MC4R","Axonogenesis"
"9354","turquoise","GABRG2","Axonogenesis"
"9355","turquoise","PRPF38A","Axonogenesis"
"9356","turquoise","C2CD3","Axonogenesis"
"9357","turquoise","TSHZ3","Axonogenesis"
"9358","turquoise","SEC11C","Axonogenesis"
"9359","turquoise","NDST4","Axonogenesis"
"9360","turquoise","LINC01589","Axonogenesis"
"9361","turquoise","DCAF12L2","Axonogenesis"
"9362","turquoise","GK5","Axonogenesis"
"9363","turquoise","LHX5","Axonogenesis"
"9364","turquoise","LINC01560","Axonogenesis"
"9365","turquoise","KCTD8","Axonogenesis"
"9366","turquoise","LOC202181","Axonogenesis"
"9367","turquoise","FKBP7","Axonogenesis"
"9368","turquoise","NPY2R","Axonogenesis"
"9369","turquoise","C8orf34-AS1","Axonogenesis"
"9370","turquoise","SENP5","Axonogenesis"
"9371","turquoise","ANO4","Axonogenesis"
"9372","turquoise","PDRG1","Axonogenesis"
"9373","turquoise","FAM107B","Axonogenesis"
"9374","turquoise","ANKRD12","Axonogenesis"
"9375","turquoise","ZNF248","Axonogenesis"
"9376","turquoise","CCNB1IP1","Axonogenesis"
"9377","turquoise","LOC643201","Axonogenesis"
"9378","turquoise","C12orf60","Axonogenesis"
"9379","turquoise","MYT1L-AS1","Axonogenesis"
"9380","turquoise","CSRNP3","Axonogenesis"
"9381","turquoise","DHCR24","Axonogenesis"
"9382","turquoise","BOLA2-SMG1P6","Axonogenesis"
"9383","turquoise","EPYC","Axonogenesis"
"9384","turquoise","ZNF396","Axonogenesis"
"9385","turquoise","NRG1","Axonogenesis"
"9386","turquoise","TPT1-AS1","Axonogenesis"
"9387","turquoise","PDHX","Axonogenesis"
"9388","turquoise","ITGA1","Axonogenesis"
"9389","turquoise","GOLGA2P7","Axonogenesis"
"9390","turquoise","VAV3","Axonogenesis"
"9391","turquoise","RPS23","Axonogenesis"
"9392","turquoise","LNP1","Axonogenesis"
"9393","turquoise","ONECUT2","Axonogenesis"
"9394","turquoise","IMPG1","Axonogenesis"
"9395","turquoise","LOC145845","Axonogenesis"
"9396","turquoise","PRKAB2","Axonogenesis"
"9397","turquoise","ULBP3","Axonogenesis"
"9398","turquoise","KIF13A","Axonogenesis"
"9399","turquoise","KIF26B","Axonogenesis"
"9400","turquoise","NCBP2-AS1","Axonogenesis"
"9401","turquoise","OR2L5","Axonogenesis"
"9402","turquoise","MAPK6","Axonogenesis"
"9403","turquoise","ETV2","Axonogenesis"
"9404","turquoise","TIMM9","Axonogenesis"
"9405","turquoise","NIPSNAP1","Axonogenesis"
"9406","turquoise","SCML2","Axonogenesis"
"9407","turquoise","PWAR6","Axonogenesis"
"9408","turquoise","LINC00471","Axonogenesis"
"9409","turquoise","LOC101928936","Axonogenesis"
"9410","turquoise","LCA5","Axonogenesis"
"9411","turquoise","PROM1","Axonogenesis"
"9412","turquoise","CUL3","Axonogenesis"
"9413","turquoise","TUSC3","Axonogenesis"
"9414","turquoise","PWRN4","Axonogenesis"
"9415","turquoise","ST6GALNAC5","Axonogenesis"
"9416","turquoise","NSD3","Axonogenesis"
"9417","turquoise","GATA3-AS1","Axonogenesis"
"9418","turquoise","POU2F1","Axonogenesis"
"9419","turquoise","LINC01562","Axonogenesis"
"9420","turquoise","VSTM2A-OT1","Axonogenesis"
"9421","turquoise","LOC100287808","Axonogenesis"
"9422","turquoise","ZFY","Axonogenesis"
"9423","turquoise","DHPS","Axonogenesis"
"9424","turquoise","IL7","Axonogenesis"
"9425","turquoise","SLC30A10","Axonogenesis"
"9426","turquoise","MARCH9","Axonogenesis"
"9427","turquoise","LOC440910","Axonogenesis"
"9428","turquoise","LINC01039","Axonogenesis"
"9429","turquoise","BEX3","Axonogenesis"
"9430","turquoise","COL4A2-AS1","Axonogenesis"
"9431","turquoise","ABHD10","Axonogenesis"
"9432","turquoise","ZNF165","Axonogenesis"
"9433","turquoise","BEX2","Axonogenesis"
"9434","turquoise","DIXDC1","Axonogenesis"
"9435","turquoise","MANSC4","Axonogenesis"
"9436","turquoise","NUP210L","Axonogenesis"
"9437","turquoise","TFAP2A-AS1","Axonogenesis"
"9438","turquoise","LRRC46","Axonogenesis"
"9439","turquoise","HMCN1","Axonogenesis"
"9440","turquoise","LINC01014","Axonogenesis"
"9441","turquoise","HSPH1","Axonogenesis"
"9442","turquoise","SKAP1","Axonogenesis"
"9443","turquoise","IL1RAPL2","Axonogenesis"
"9444","turquoise","DCTN2","Axonogenesis"
"9445","turquoise","EEF1DP3","Axonogenesis"
"9446","turquoise","ZNF391","Axonogenesis"
"9447","turquoise","ACAT2","Axonogenesis"
"9448","turquoise","LRP8","Axonogenesis"
"9449","turquoise","COL4A5","Axonogenesis"
"9450","turquoise","UBE2T","Axonogenesis"
"9451","turquoise","VCAN","Axonogenesis"
"9452","turquoise","GRIK2","Axonogenesis"
"9453","turquoise","DCTN3","Axonogenesis"
"9454","turquoise","ZNF181","Axonogenesis"
"9455","turquoise","TFPI","Axonogenesis"
"9456","turquoise","GPR156","Axonogenesis"
"9457","turquoise","PIGU","Axonogenesis"
"9458","turquoise","PCDHB19P","Axonogenesis"
"9459","turquoise","NEK4","Axonogenesis"
"9460","turquoise","RORC","Axonogenesis"
"9461","turquoise","ACSM6","Axonogenesis"
"9462","turquoise","GABRG3","Axonogenesis"
"9463","turquoise","RIBC1","Axonogenesis"
"9464","turquoise","GLRA3","Axonogenesis"
"9465","turquoise","IGSF9B","Axonogenesis"
"9466","turquoise","PTPRT","Axonogenesis"
"9467","turquoise","MSI1","Axonogenesis"
"9468","turquoise","ATXN10","Axonogenesis"
"9469","turquoise","SIX2","Axonogenesis"
"9470","turquoise","JAM3","Axonogenesis"
"9471","turquoise","CNTFR-AS1","Axonogenesis"
"9472","turquoise","SPTA1","Axonogenesis"
"9473","turquoise","N6AMT1","Axonogenesis"
"9474","turquoise","SLC4A10","Axonogenesis"
"9475","turquoise","PROKR2","Axonogenesis"
"9476","turquoise","TARBP2","Axonogenesis"
"9477","turquoise","LOC340512","Axonogenesis"
"9478","turquoise","HELT","Axonogenesis"
"9479","turquoise","FAM161B","Axonogenesis"
"9480","turquoise","KCNH7","Axonogenesis"
"9481","turquoise","LINC01812","Axonogenesis"
"9482","turquoise","ST8SIA2","Axonogenesis"
"9483","turquoise","COL2A1","Axonogenesis"
"9484","turquoise","VPS45","Axonogenesis"
"9485","turquoise","BZW2","Axonogenesis"
"9486","turquoise","FRZB","Axonogenesis"
"9487","turquoise","TAF3","Axonogenesis"
"9488","turquoise","TECTA","Axonogenesis"
"9489","turquoise","DNAH14","Axonogenesis"
"9490","turquoise","PCBP4","Axonogenesis"
"9491","turquoise","URI1","Axonogenesis"
"9492","turquoise","PROKR1","Axonogenesis"
"9493","turquoise","SLC35F1","Axonogenesis"
"9494","turquoise","PTPRS","Axonogenesis"
"9495","turquoise","DGKE","Axonogenesis"
"9496","turquoise","GSEC","Axonogenesis"
"9497","turquoise","MAPKBP1","Axonogenesis"
"9498","turquoise","PRPH","Axonogenesis"
"9499","turquoise","HSFX3","Axonogenesis"
"9500","turquoise","TSHB","Axonogenesis"
